Gene,Allele,Locus Name,Allele Name,Synonyms of Allele,Phenoptype,Chromosome,Marker Type,Mutant Type,
psa,--,perspicua, , ,"Plants attain 1/2-3/4 normal size; early leaves pale light green; pinnae bent strongly upwards and more serrate, exposing undersides; distinctive yellowish light green color with exposed pale green lower surface.", ,Morph,RAD,
pst,--,persistent style, , ,Style adnate to fruit throughout development; fruit becomes strongly beaked.,7,Morph,SPON,
psu,--,paucisurcata, , ,"Plant small, almost without branches; internodes and leaves strongly shrotened; leaf segments very small, light keeled, dull grey-green; flowers small; fruit set variably low.", ,Morph, ,
pt,--,petite, , ,"Small, slow-growing chlorotic plants; light green cotyledons; frequently tricot or bifid.", ,Morph,RAD,
pt-4,--,pseudo-triplo-4, , ,"Resembles triplo-4 in dainty habit, elongate leaf and flower parts; differs in defective flowers.",11,Morph,SPON,
pta,--,partiaria, , ,"Seedling and plant habit normal; leaf segments narrow, dainty with deeper serration and plicate, tending to be pendant; foliolules more abundant.", ,Morph,RAD,
ptb,--,protuberant, , ,"Stylar end of mature fruit markedly pointed, protuberant.", ,Morph,SPON,
Pto,--,Pseudomonas syringae pv tomato resis., , ,"Resistance to Pseudomonas syringae pv. Tomato, race zero sensitive to insecticide Fenthion.",5,Disease,SPON,
Pto,2,Pseudomonas syringae pv tomato resis., , ,Resistance to Pseudomonas syringae pv. tomato.,5,Disease,SPON,
Pto,h,Pseudomonas syringae pv tomato resis.,hirsutum, ,Resistance to Pseudomonas syringae without Fenthion sensitivity,5,Disease,SPON,
Pto,Pto-2,Pseudomonas syringae pv tomato resis., ,Pto-2,Resistance to Pseudomonas syringae pv. tomato.,5,Disease,SPON,
Pts,--,Petroselinum, , ,"Leaves resemble plain parsley foliage in being excessively divided (to the 3rd and 4th order in homozygotes, heterozygotes are intermediate).",6,Morph,SPON,
ptu,--,punctulata, , ,"Bushy habit with slightly shorter internodes; cotyledons and primary leaves are light green with white-green background; foliage dull light grey-green, yellow-light green virescent with fine white-yellow spots; shoot tips bluish.", ,Morph, ,
pu,--,pulvinata, ,pul,"Shortened internodes, stronger branching; elongate cotyledons; leaflets broad and much divided.", ,Morph,RAD,
pu,2,pulvinata, ,pu2,"Shortened internodes, stronger branching; elongate cotyledons; leaflets broad and much divided.", ,Morph,RAD,
pum,--,pumila, , ,"Tiny, dainty plant with few or no branches; slow growth rate.",9,Morph,RAD,
pun,--,punctata, ,pun1,"Smaller plant, variably branched; narrow, keeled, firm pinnae, mostly finely variegated or mottled  in light to dark-green.", ,Morph,RAD,
pun-2,--,punctata-2, ,pun2,"Pinnae, filiform, thick, gray-green.", ,Morph, ,
pur,--,purilla, , ,"Plants much retarded, erect, and little branched; leaf edges yellow with normal green veins.", ,Morph,RAD,
pur,gra,purilla,gracilis,gra,"Very small, unbranched, delicate plants; much reduced leaves yellowing at margins.", ,Morph,RAD,
pus,--,pustulata, ,pus1,"Strongly rugose, broad, rounded pinnae; stutdy, erect bush; dark green foliage at all stages", ,Morph, ,
pv,--,pulviniformis, , ,"Plants reach 1/4 to 1/3 pm size, habit cushion like via controlled growth of side shoots; leaves shortened, older ones prematurely yellowing, later drying; young stems normal, developing brown. sunken spots later.", ,Morph, ,
pvs,--,parvistata, , ,"Plants always small, reaching 1/4 normal size; internodes and leaves shortened, leaf segments small, bright, dark green below; shoot tips bluish with anthocyanin.", ,Morph, ,
px,--,praecox, ,px1,"Lax, spreading plant; small pinnae; larger, earlier fruit.", ,Morph,RAD,
py,--,pyramidalis, , ,"Cotyledons wider, hypocotyl shorter; plants reach 2/3 normal height; habit first upright, weakly branched, later becoming pyrimidal, leaves at this time are irregularly epinastic; terminal segments broader; foliage color shiny dark yellowish.", ,Morph,RAD,
pyl,--,Pyrenochaeta lycopersici resistance, ,"py, py-1","Resistance to corky root; heterozygote intermediate, varies with environment.",3,Disease,SPON,
r,--,yellow flesh, , ,"Yellow color of ripe fruit flesh; synthesis of lycopene is inhibited; associated with paler corolla color, which often affords a satisfactory classification at flowering stage.",3,Morph,SPON,
r,(1s),yellow flesh, ,r^2,Yellow color of ripe fruit flesh.,3,Morph,SPON,
r,(2s),yellow flesh, ,"r^3, r-2, r2",Yellow fruit flesh; lighter yellow flowers.,3,Morph,RAD,
r,prov4,yellow flesh,provisional 4,r,Yellow color of ripe fruit flesh.,3,Morph,SPON,
r,prov5,yellow flesh,provisional 5,r,Yellow color of ripe fruit flesh.,3,Morph,SPON,
r,y,yellow flesh,reddish yellow,ry,Likely allele of r with reddish flesh tones in ripe fruit,3,Morph, ,
ra,--,rava, , ,Leaves down curled and gray-green; larger trichomes longer and silky.,4,Morph,RAD,
ra,2,rava, ,gri,"Small plant; leaves small, strongly recurved dorsally, light yell to gray-green; trichomes longer.",4,Morph,RAD,
ra-2,--,rava-2, ,ra2,Cotyledons heavily dotted in white; purplish hypocotyl; smaller lax plant., ,Morph, ,
ram,--,ramosissima, ,ram1,Variably branched inflorescence; proportionately reduced all other plant parts., ,Morph, ,
ran,--,ranificans, ,ran1,"Slender shoots, pinnae, petals; variably branched inflorescence.", ,Morph, ,
rc,--,rolled cotyledons, , ,Retarded growth; cotyledons uprolled., ,Morph, ,
rd,--,reduced, , ,In greenhouse plants grow normally to about 30 cm height; thereafter grow slowly or not at all; intolerant of field conditions., ,Morph,SPON,
re,--,reptans, , ,"Seedlings inclined from epicotyl, mature plants recumbent; elongate internodes; less branched.",8,Morph,RAD,
rea,--,repleta, ,rea1,Plant denser; crowded pinnae on shorter leaves of light yellow-green., ,Morph, ,
ref,--,refrenata, ,ref1,"Strongly retarded growth; sturdy shoots; short leaves; small, narrow pinnae.", ,Morph, ,
rela,--,relaxata, , ,Lax open habit; tiny plants; light green yellow tinged leaves; heterozygotes intermediate color.,9,Morph,RAD,
rep,--,repens, , ,"Strong creeping tendency even in seedling; less branching; shortened, prematurely dying leaves; mimics 'lazy' series by strong reversed geotropism  of shoots.", ,Morph,RAD,
rep-2,--,repens-2, , ,"Early growth typical spl; from flowering on, all  parts develop plagiotropecally, exposing fruits, which ripen earlier than normal.", ,Morph,RAD,
rep-3,--,repens-3, , ,"Plants reach 1/3 normal size, weakly branched and plagiotropic, internodes and leaves shortened; foliage light grey-green; leaves necrose prematurely; fruits relatively large.", ,Morph, ,
res,--,restricta, ,res1,"Smaller, squarrose bush; yellowish light-green, boat-shaped pinnae, purplish ventrally.",10,Morph,RAD,
Rg-1,--,Regeneration-1, , ,High shoot regeneration capacity from callus cultures established from root explants.,3,Morph,SPON,
Rg-2,--,Regeneration-2, , ,High shoot regeneration capacity.,3,Morph,SPON,
ri,--,ridged, ,rl,Ridged leaves; retarded growth of shoots and roots.,6,Morph,RAD,
ria,--,rigidula, ,ria1,"Smaller plant; stiff, yellowish young leaves turn dark-green later.",7,Morph,RAD,
ria,2,rigidula, ,ria1^2,"Smaller, stiff, compact plant; erect sideshoots; young pinnae keeled to involuted light yellow-green, dark veins, purplish below.",7,Morph,RAD,
rig,--,rigida, , ,"Plant small, rigidly erect when young; leaves yellowish,  and darkening later.",8,Morph,RAD,
rig,2,rigida, ,"pca,  pca1","Small, lax, spreading plant; pinnae keeled, yellowish to light-green; early flowereing, ripeninging; heterozygote recognizable.",8,Morph,RAD,
rig-2,--,rigida-2, , ,"Plant small, rigidly erect when young; leaves yellowish,  and darkening later.", , ,RAD,
rin,--,ripening inhibitor, , ,"Fruits green at maturity, later turning bright yellow, retarded ripening.",5,Morph,SPON,
rl,--,radial cracking resistance, ,ra,Resistance of fruit to radial cracking., ,Morph,SPON,
ro,--,rosette, , ,"Internodes extremely short, inducing rosette plant heart; no flowers, but vistigial buds formed on older plants; height 6 inches or less; reduced branching of root system, producing a single tap root; leaflets narrower than normal.",2,Morph,RAD,
roa,--,rotundata, ,roa1,"Small plant; short internodes, leaves; broad, rounded, rugose, light gray-green pinnae.", ,Morph,RAD,
roa-2,--,rotundata-2, ,roa2,"Rounded, slightly rugose pinnae; shortened leaves", , , ,
rot,--,rotundifolia, , ,"Short internodes; short, broad, rugose leaves.",7,Morph,RAD,
rot-2,--,rotundifolia-2, ,rot2,"Small plant; short internodes, sidshoots; small, broad pinnae, nearly round.", ,Morph, ,
rpa,--,repetita, , ,"Seedling size variable; plants weak, attaining 1/3 size; habit weakly branched, upright; leaves highly divided, each main segment equivalent to a normal leaf, early color dull grey-green, becoming normal later.", ,Morph, ,
Rs,--,Root suppressed, , ,Greatly restricted or no root development.,4,Morph,RAD,
rt,--,potato virus Y resistance, , ,Resistance to potato virus Y., ,Disease,SPON,
rtd,--,retarded dwarf, , ,Small plant of slow growth; mature leaves drooping., ,Morph,SPON,
ru,--,ruptilis, , ,"Leaflets narrow, keeled, dull light green, darker veined; heterozygote variably intermediate.",3,Morph,RAD,
ru,prov2,ruptilis,provisional 2,ru,"Leaflets narrow, keeled, dull light green, darker veined; heterozygote temporarily intermediate.",3,Morph,CHEM,
rust,--,rustica, , ,"Dwarf plants with short internodes; leaves broad, and blunt with fewer segments.",8,Morph,RAD,
rust-2,--,rustica-2, ,rust2,"Small, lax bush; fewer, rounded pinnae.", ,Morph, ,
rv,--,reticulate virescent, , ,"Cotyledons and new leaves pale with dark veins, turning to normal green with age.",3,Morph,SPON,
rv-2,--,reticulate virescent-2, , ,Cotyledons light green; leaves yellowish with green veins., ,Morph,CHEM,
rv-4,--,reticulate virescent-4, , ,Sharply defined virescence- yellowish color of the immature leaves strongly contrasted with dark green network of the veins; seedling retarded., ,Morph,SPON,
rvt,--,red vascular tissue, , ,Vascular tissue deep red in roots and stems.,1,Morph,SPON,
rx-1,--, , , , ,1,Disease, ,
rx-2,--, , , , ,1,Disease, ,
s,--,compound inflorescence, , ,"Inflorescence branches excessively, resulting in a large hemispherical mass of 80 or more flowers and buds; inflorescence appears at every sixth node, instead of every third in normal genotypes.",2,Morph,SPON,
s,mult,compound inflorescence,multiflora,mult,Greatly increased number of flowers per inflorescence.,2,Morph,RAD,
sa,--,sphacelata, ,sa1,"Small plant; light yellowish leaves, developing necrotic lesions ventrally or on pinnae tips; environmentally sensitive.", ,Morph,RAD,
sar,--,squarrulosa, ,sar1,"Small plant, somewhat squarrose and slender branched.", ,Morph,RAD,
scf,--,scurfy, , ,"Striated, scurfy cotyledons.",1,Morph,SPON,
scl,--,seasonal chlorotic lethal, , ,"Cotyledons pale yellow, sometimes grooved; lethal in early stages except for recovery in mid summer.",8,Morph,SPON,
sco,--,scopulina, , ,"Plants reach 3/4 normal size, erect, bushy, thick coarse branches, internodes and leaves shortened; leaf segments large, broad, very wavy and rugose; fastigiate inflorescences resemble broom.", ,Morph, ,
sd,--,sun dwarf, , ,"Exposed leaves are greatly stunted, internodes less than 1 cm; stems somewhat constricted above the nodes, showing a brownish discoloration at first, scar tissue later; new shoots from base of plant grown normally until they break through the thick canopy of foliage; net effect on the whole plant is general stunting and extremely compact growth; growth is entirely normal throughout fall, winter and early spring, but during the rest of the year, phenotype is well expressed, at least under high light conditions; heterozygote is intermediate, but sometimes difficult to distinguish from +.",5,Morph,SPON,
sd-2,--,sun dwarf-2, , ,"Very short, scarred internodes in high light intensity; heterozygotes usually intermediate.", ,Morph, ,
sd-3,--,sun dwarf-3, , ,Interacts with sd-2 and br to yield birdsnest phenotype., ,Morph, ,
sdt,--,semideterminate habit, , ,Semideterminate habit in background of sp/sp., ,Morph,SPON,
Se,--,Septoria lycopersici resistance, , ,Resistance to Septoria lycopersici., ,Disease,SPON,
sem,--,semiglobosa, , ,"Smaller, compact plant; very short internodes; small dark leaves.", ,Morph,RAD,
sem-2,--,semiglobosa-2, ,sem2,"Smaller plant, leaves, pinnae; short internodes.", ,Morph, ,
ser,--,serpentina, ,ser1,"Curved shoots, leaves inflorescences.", ,Morph, ,
ser-2,--,serpentina-2, , ,"Seedlings normal; plant size almost normal; all vegetative parts, paricularly midveins and petioles irregularly elongated, resulting in twisting.", ,Morph, ,
ses,--,semisterilis, ,ses1,"Smaller, erect, nearly unbranched plant; thick, yellowish, light gray-green leaves; weakly fertile in greenhouse, unchanged on normal graft stock.",1,Morph,RAD,
sf,--,solanifolia, , ,Primary leaves entire; segments of later leaves entire and folded; filiform calyx and corolla; fruit shape often modified.,3,Morph,SPON,
sf,wl,solanifolia,wrinkled leaf,"wl, wr",Primary leaves entire; segments of later leaves entire and folded; filiform calyx and corolla.  Leaf margin finely wrinkled; flower parts small and distorted.,3,Morph,CHEM,
sfa,--,sufflaminata, ,sfa1,"Usually smaller, weakly branched plant; yellowish to yellow-green, involuted pinnae, purplish ventrally; slight F1 seedling heterosis.",1,Morph,RAD,
sfa,2,sufflaminata, ,par,"Usually smaller, weakly branched plant; yellowish to yellow-green, involuted pinnae, purplish ventrally; slight F1 seedling heterosis.",1,Morph,RAD,
sft,--,single flower truss, , ,"Reduced number of flowers per inflorescence, reduced number of inflorescences; indeterminate inflorescence;  flowering is delayed; only a few inflorescences develop, before reverting to indeterminate vegetative branches that infrequently produce single fertile flowers.",3,Morph,RAD,
sft,2,single flower truss, ,sft-1906,"Suppresses determinate growth imposed by the self-pruning (sp) mutation, restores indeterminate growth; average sympodial index = 3.",3,Morph,CHEM,
sh,--,sherry, , ,Fruit flesh yellow with reddish tinge.,10,Morph,RAD,
sha,--,short anthers, , ,Upper portion of anthers aborted; stigma protruding.  Plant and seeds of low viability., ,Morph,CHEM,
si,--,sinuata, , ,"Small plant, proportionately reduced; wavy, yellow-green leaves.",4,Morph,RAD,
sig-1,--,signal transduction-1, ,JL1,Deficient for production of proteinase inhibitor II in leaves following wounding, , ,CHEM,
sig-2,--,signal transduction-2, ,JL5,Deficient for production of proteinase inhibitor II in leaves following wounding, , ,CHEM,
sit,--,sitiens, , ,"Leaves overwilting and becoming necrotic; plant small and very  weak in field;  leaves short and down-curled, .",1,Morph,RAD,
Skdh-1,1,Shikimic acid dehydrogenase-1, , , ,1,Isozyme,SPON,
sl,--,stamenless, , ,Stamens usually reduced to mere vestiges adherent to the pistil; in the winter greenhouse stamens with normal pollen may appear; radial roughenings on the fruit surface attributed to adnation of stamens in early stages; fertile as female parent.,4,Morph,SPON,
sl,2,stamenless, ,sl2,"Nearly stamenless, anthers much distorted",4,Morph, ,
sl,3,stamenless, ,sl3,"Nearly stamenless, anthers much distorted; Like sl:2 except for greater anther development",4,Morph, ,
sl,4,stamenless, ,sl4,"Nearly stamenless, anthers much distorted; Like sl:2 except anthers nearly normal in winter greenhouse",4,Morph, ,
sl,cs,stamenless,corollaless,"cs, sl^5, sl5","Corolla and androecium sepaloid, stigma irregular and protruding.",4,Morph,SPON,
sl-2,--,stamenless-2, ,sl2,Stamens abortive or absent; fruit form modified. Same general features as sl except for subnormal stamens., ,Morph,SPON,
slx,--,serrate lax leaf, , ,"Drooping, elongate, serrate leaves.  Unknown variety from Romania.", ,Morph,SPON,
Sm,--,Stemphyllium resistance, , ,Resistance to Stemphylium solani.,11,Disease,SPON,
sms,--,small seed, , ,Endosperm almost absent; testa thin and transparent; reduced germination., ,Morph, ,
sn,--,singed, , ,"Epidermal hairs smaller; trichomes crooked, curved and otherwise distorted.",9,Morph,SPON,
snt,--,Snout, ,sn,Persistant style (beaked fruit), ,Morph,SPON,
so,--,soluta, , ,"Plant size normal, habit loose; pinnae narrow, pointed, deeply serrate, margins slightly elevated; similar to prunoidea but with normal fruits.", ,Morph,RAD,
Sod-1,1,Superoxide dismutase-1, , , ,11,Isozyme,SPON,
Sod-2,1,Superoxide dismutase-2, , , ,1,Isozyme,SPON,
sp,--,self-pruning, , ,"Plant habit determinate; the position of the inflorescences varies greatly within and between plants in respect to whether they recur every internode or every second internode; plants cover a much smaller space than do normal ones, but cover it more densely.",6,Morph,SPON,
sp,+,self-pruning, , ,Indeterminate growth habit.,6,Morph,SPON,
sp,D,self-pruning,Dominant, ,Dominant allele; severe determinate growth habit; homozygous lethal.,6,Morph, ,
sp,prov2,self-pruning,provisional 2, ,Plant habit determinate.,6,Morph,RAD,
spa,--,sparsa, , ,"Plant size reduced; leaves emerge yellow-green, becoming blotched whitish yellow-green; growth nearly normal with thiamine treatment.",8,Morph,RAD,
spe,--,splendida, ,spe1,"Small plant; shiny, yellowish foliage; older leaves darker than younger ones.", ,Morph,RAD,
Spf,--,Superpuff, , ,"Extremely puffy, hollow locules and bell pepper shaped fruit.", ,Morph, ,
Spf-2,--,Superpuff-2, , ,"Extremely puffy, hollow locules and bell pepper shaped fruit.", ,Morph, ,
sph,--,sphaerica, , ,"Smaller, spherical bush; short internodes; older leaves firm, dark green, and shiny.", ,Morph,RAD,
Spi,2,Sympodial index, , ,Sympodial index-two nodes.  An average of 2 leaves between successive inflorescences., ,Morph,SPON,
spl,--,splendens, ,spl1,"Shiny, yellowish to light green, boat-shaped, rugose pinnae.",4,Morph,RAD,
spl-2,--,splendens-2, ,spl2,"Lax, flat bush; short leaves; small, narrow, pointed, keeled, crowded pinnae.", ,Morph, ,
spl-3,--,splendens-3, ,spl3,"Flat, dense bush; narrow, pointed, keeled pinnae.", ,Morph, ,
spl-4,--,splendens-4, , ,Distinctive seedling resembling spl; interveinal areas brilliant yellow; leaf margins tend to roll inward especially near growing point.,8,Morph,SPON,
squa,--,squarrosa, , ,"Small, very weak plants of squarrose habit, few branches; small, pale gray-green leaves; heterozygote intermediate in color and size.", ,Morph,RAD,
squa-2,--,spuarrosa-2, ,squa2,"Narrow, light green cotyledons; diminutive plant, leaves, and pinnae.", ,Morph, ,
sr,--,slender stem, ,sm,"Stem slender, stiff, upright, with few branches; leaves elongate, blue-green, with few segments.", ,Morph,RAD,
sru,--,subristica, , ,"Growth always retarded, plants reaching half normal size; cotyledons short, rounded and blunt; heavily branched, internodes shortened; leaf segments broad, ovate, slightly rugose, and dark green.", ,Morph, ,
ss,--,spongy seed, , ,Smooth but spongy seed surface., ,Morph,RAD,
ssp,--,suppressor of self-pruning, ,ssp-2129,"Suppresses determinate growth imposed by the self-pruning (sp) mutation, restores indeterminate growth; average sympodial index = 2", ,Morph,CHEM,
ssp,2,suppressor of self-pruning, ,ssp-610,"Suppresses determinate growth imposed by the self-pruning (sp) mutation, restores indeterminate growth; average sympodial index = 2", ,Morph,CHEM,
st,--,sterile, , ,Completely sterile; plants later become purple., ,Morph, ,
sta,--,stabilis, , ,"Seedlings normal with marked later reduction in growth, plants reaching 1/3 pm size; habit small round bush, internodes being proportionately much more foreshortened than leaves and strongly branched.", ,Morph,RAD,
stam,--,staminodea, , ,Staminoid petals; anther tips free and more slender., ,Morph, ,
ste,--,sterilis, , ,"Smaller plant; numerous, rugose, smaller pinnae; many flower buds, often aborting; weak fruit and seed set.", ,Morph,RAD,
str,--,striata, ,str1,"Pinnae with downward rolled margins and finely dotted in yellow early, turning green later except at base.", ,Morph, ,
stri,--,stricta, , ,Rigid upright growth; broader blistered leaves., ,Morph,RAD,
stri-2,--,stricta-2, ,stri2,"Larger plant, leaves, pinnae; stocky stems.", ,Morph, ,
stri-3,--,stricta-3, ,stri3,"Larger, dark to strong green pinnae, margins rolled upwards.", ,Morph, ,
stri-4,--,stricta-4, ,stri4,"Large, stocky bush; rounded, rugose, moderately dark green pinnae.", ,Morph, ,
stu,--,stunted, , ,Very slow growth; strong anthocyanin., ,Morph,SPON,
su,--,suffulta, , ,"Leaves deeply veined, yellow-tinged; fruit cluster upright; strong anthocyanin.",4,Morph,RAD,
su,2,suffulta, ,exa,"Leaves deeply veined, yellow-tinged; fruit cluster upright; strong anthocyanin.",4,Morph,RAD,
su,3,suffulta, ,di,"Rachis very short, leaf color yellowish gray-green; stems white, streaked green.",4,Morph,RAD,
su,ni,suffulta,nitida,"di^ni, ni","Leaves long-petioled with dainty, deeply cut segments",4,Morph,RAD,
sua,--,suffusa, , ,"Small, broad plant; paler leaves, yellowing prematurely.", ,Morph,RAD,
sua-2,--,suffusa-2, ,sua2,"Small, keeled, light green pinnae; branched inflorescences.", ,Morph, ,
sub,--,subtilis, , ,"Tiny plant with short internodes, fastigiate habit; narrow acute leaf segments.",11,Morph,RAD,
suc,--,succedanea, , ,"Small, weakly branched, erect plant; short, firm leaves, yellowing prematurely.", ,Morph,RAD,
sucr,--,sucrose accumulator, ,TIV1,"Accumulates predominantly sucrose in mature fruit, rather than glucose and fructose.",3,Morph,SPON,
suf,--,sufflava, , ,Uniform light green color.,2,Morph,RAD,
suf-2,--,sufflava-2, ,suf2,"Larger, lighter cotyledons; small plant and leaves.", ,Morph, ,
sul,--,suckerless, , ,reduced side-shoot formation; often a few basal shoots are produced.  Inflor. With 1 - 2 flowers only., , , ,
sulf,pura,sulfurea,pura, ,"Cotyledons greenish yellow, turning pale yellow; true leaves yellow; lethal unless grafted on normal stock.",2,Morph,RAD,
sulf,vag,sulfurea,variegata, ,Leaves variegated green-white; some homozygotes lethal unless grafted,2,Morph,RAD,
sun,--,Sun1642 fruit shape, , ,"Elongated fruit shape, from Sun1642.",7,Morph,SPON,
sun,+,Sun1642 fruit shape, , ,Wild type allele for round fruit,7,Morph,SPON,
suo,--,subrotunda, ,suo1,"Many slender side shoots; very small, irregularly rounded, dark gray-green pinnae.", ,Morph, ,
sup,--,superba, , ,"Seedlings normal, plants later becoming strongly upright and elongated; strong mainstem and petioles; leaf sefments large, coarse, and blistered, dark, and shiny.", ,Morph,RAD,
sur-2,--,suberosa-2, ,sur2,Necrotic flecks on the deformed whitish cotyledons and older pinnae., ,Morph, ,
Sus,--,Subsistens, , ,Growth variably suppressed; few or no branches; varied meiotic abnormalities; homozygous lethal., ,Morph, ,
Sw,a,Spotted wilt resistance, , ,"Reisistance to strains spotted wilt TB, N, and R.", ,Disease, ,
Sw,b,Spotted wilt resistance, , ,Resistance to spotted wilt strain TB2., ,Disease, ,
sw-2,--,spotted wilt resistance-2, ,sw2,"Resistance to  Sw strains TB:1, N:2, R:2, and R:3.", ,Disease, ,
sw-3,--,spotted wilt resistance-3, ,sw3,"Reistance to SW strains R:2,R:3, and M:2.", ,Disease, ,
sw-4,--,spotted wilt resistance-4, ,sw4,Resistance to Sw strains M:1 and M:2., ,Disease, ,
Sw-5,--,Spotted wilt resistance-5, , ,Resistance to to Tomato Spotted Wilt Virus. From L. peruvianum.,9,Disease,SPON,
Sw-7,--,Spotted wilt resistance-7, , ,Resistance to Tomato Spotted Wilt Virus., ,Disease,SPON,
Sx,--,Sepal extender, ,sx,Elongated sepals; heterozygote intermediate., ,Morph, ,
sy,--,sunny, ,ye,Cotyledons green bleaching to yellow; yellow virescent.,3,Morph,RAD,
sy,prov1,sunny, , ,"Yellow cotyledons, growing point.",3,Morph,SPON,
syv,--,spotted yellow virescent, , ,Bright yellow virescent; fine whitish speckling on mature leaves; can turn necrotic.,4,Morph,SPON,
t,--,tangerine, , ,"Tangerine or rich orange color of fruit flesh; pleiotropic on flower color, causing suffusion of an orange tone over the anthers.",10,Morph,SPON,
t,2,tangerine, ,t1^2,Yellowish growing point; light green foliage; resembles t in flower an fruit color,10,Morph, ,
t,mic,tangerine, , ,Fruit phenotype similar to original tangerine allele; also accumulates prolycopene in leaves.,10,Morph,RAD,
t,v,tangerine,virescent, ,Furit and flower color typical of t; irregular yellowing near growing point.,10,Morph,RAD,
ta,--,tarda, , ,"Smaller, dainty plant; leaves reduced, glossy, gray-green.", ,Morph,RAD,
tab,--,tabescens, , ,"Normal seedling growth followed by severe stunting; leaves irregular, yellow-green, violet veined with necrotic specklings.",11,Morph,RAD,
tc,--,turbinate corolla, , ,Plant smaller; petal tips turbinate., ,Morph,CHEM,
te,--,terminata, ,te1,"Determinate growth; fasciated inflorescences, flowers, and fruit.", ,Morph,RAD,
tem,--,tempestiva, ,tem1,"Small plant, short internodes, leaf midribs; involuted pinnae, lighter with darker veins.", ,Morph,RAD,
ten,--,tenuis, , ,"Very slow growth; leaves light green, reticulated with whitish yellow veins; growth partially normalized with thiamine treatment..",10,Morph,RAD,
tf,--,trifoliate, ,"ct, tri","First leaves narrower and more entire than normal and with a characteristic rough texture; leaves above the 5th position usually with only three segments at the end of a very long petiole; internodes short, branches few; plant has a stiff, upright appearance; pedicels and peduncles reduced in length; unfruitful, but can be used as male or female parent.",5,Morph,SPON,
tf,2,trifoliate, ,tri,"Leaf usually with only three segments, petiole elongate.",5,Morph,RAD,
ti,--,tiny plant, , ,Plant about 1/4 normal size; stiff leaves and branches., ,Morph,SPON,
tl,--,thiaminless, , ,"Cotyledons normal; leaves small, yellow, developing green veins, and dying prematurely; lethal; viable and normal if fed thiamine.",6,Morph,SPON,
tl,2,thiaminless, , ,Similar to original tl. Heterozygotes have an intermediate phenotype.,6,Morph,CHEM,
Tm,--,Tobacco mosaic virus resistance, , ,Moderate level resistance to TMV.,2,Disease,SPON,
Tm-2,--,Tobacco mosaic virus resistance-2, ,Tm2,High-level resistance to many strains of tobacco mosaic virus.,9,Disease,SPON,
Tm-2,a,Tobacco mosaic virus resistance-2, ,Tm-2^2,High-level resistance to many strains of tobacco mosaic virus.,9,Disease,SPON,
tmf,--,terminating flower, , ,"First inflorescence with single, abnormal flower; lateral branches have normal inflorescences.",1,Morph,SPON,
tmf-2,--,terminating flower-2, , ,"Early flowering, primary inflorescence is single-flowered at low penetrance.", ,Morph,CHEM,
tn,--,tenera, , ,"Plants attain 1/3 typical size; habit erect, rarely branching; stems slender; foliage color dark green early, becoming irregular with variable anthocyanin content later.", ,Morph,RAD,
Tor,--,Tortilis, , ,"Coiled or downrolled cotyledons, leaves, or petals.", ,Morph,RAD,
tp,--,tripinnate leaf, , ,Leaves tripinnately compound; retarded growth.,8,Morph,RAD,
Tpi-2,1,Triosephosphate isomerase-2, , , ,4,Isozyme,SPON,
tr,--,truncata, ,tr1,"Smaller, weak plant; short, gray-green leaves, yellowing prematurely.", ,Morph,RAD,
tr-2,--,truncata-2, ,tr2,"Blue-green seedlings; smaller plant, leaves, pinnae; older leaves dying prematurely.", ,Morph, ,
tri,1,temporarily red light insensitive, ,phyB1,Insensitive to red light for up to 2 days; hypocotyls elongated and cotyledons reduced compared to wild type.,1,Morph,CHEM,
trs,--,tristis, , ,"Seedlings 1/4 normal size; leaves narrow, plicate and strongly pendant.",8,Morph,CHEM,
tu,--,tumida, , ,"Plants reach 1/3-2/3 normal size, fewer branches; main stem bent at nodes, which are swollen; cotyledons and leaves deformed, wavy, blistered; petals and sepals narrow, wavy, and anther often fringed.", ,Morph, ,
tur,--,turgida, , ,"Growth retarded at all stages; branching strong, internodes shortened, dense bush habit; leaf segments long petioled, light yellowish margins; flowers smaller.", ,Morph, ,
Ty-1,--,TYLCV resistance-1, , ,Tolerant to TYLCV.,6,Disease,SPON,
Ty-1,+,TYLCV resistance-1, , ,Susceptible to TYLCV.,6,Disease,SPON,
Ty-2,--,TYLCV resistance-2, , ,Tolerant to TYLCV.,11,Disease,SPON,
Ty-3,--,TYLCV resistance-3, , ,Tolerance to TYLCV and other begamoviruses,6,Disease, ,
Ty-4,--,TYLCV resistance-4, , ,Resistance to TYLCV., ,Disease,SPON,
u,--,uniform ripening, ,u1,"Unripe fruits of uniform light green color, lacking normal darker shoulder; entire coloration of immature fruit somewhat lighter.",10,Morph,SPON,
u,+,uniform ripening, , ,Presence of green shoulder on immature fruit.,10,Morph,SPON,
u,Fs,uniform ripening,fruit striped,Fs,Dominant allele; dark shoulder; dark green radial striped opposite each locule of highly pigmented unripe fruit,10,Morph, ,
u,G,uniform ripening,Galapagos, ,Resembles u except for partial dominance.,10,Morph,SPON,
u,J,uniform ripening,Jubilee, ,Very light green shoulder; resembles u:G,10,Morph, ,
ub,--,umbraculiformis, , ,Plants attain 2/3 typical size; habit erect; leaves coarser with flatter pinnae; young leaves convex., ,Morph,RAD,
uf,--,uniflora, , ,Inflorescence with single flower., ,Morph,SPON,
ug,--,uniform gray-green, ,u2,As of u except for grayish color., ,Morph,SPON,
